17-05-2023 23:55:58 $ Using device='cuda'
17-05-2023 23:55:59 $ Experiment 1/6
Model with configuration: dataset=CIFAR10, model=ResNet18, embedding_dim=1024, whitening=ZCA2, num_unfrozen_layers=1, ind. loss=NegApproxLoss1, reg. loss=None, class. loss=Enable, batch=10/40, margin=0.2, num_epochs_in_step=1, num_epoch_steps=50
17-05-2023 23:56:39 $ loss = 4.19, ranking_loss = 1.91, regularization_loss = 0.00, independence_loss = 0.22, classification_loss = 2.05, accuracy = 0.59
18-05-2023 01:00:35 $ loss = 2.20, ranking_loss = 1.48, regularization_loss = 0.00, independence_loss = 0.22, classification_loss = 0.49, accuracy = 0.85
18-05-2023 01:04:26 $ loss = 2.18, ranking_loss = 1.47, regularization_loss = 0.00, independence_loss = 0.22, classification_loss = 0.48, accuracy = 0.85
18-05-2023 01:08:22 $ loss = 2.16, ranking_loss = 1.46, regularization_loss = 0.00, independence_loss = 0.23, classification_loss = 0.47, accuracy = 0.86
18-05-2023 01:12:15 $ loss = 2.14, ranking_loss = 1.46, regularization_loss = 0.00, independence_loss = 0.23, classification_loss = 0.46, accuracy = 0.86
18-05-2023 01:16:09 $ loss = 2.13, ranking_loss = 1.45, regularization_loss = 0.00, independence_loss = 0.23, classification_loss = 0.46, accuracy = 0.86
18-05-2023 01:20:04 $ loss = 2.12, ranking_loss = 1.44, regularization_loss = 0.00, independence_loss = 0.23, classification_loss = 0.45, accuracy = 0.86
18-05-2023 01:24:02 $ loss = 2.10, ranking_loss = 1.43, regularization_loss = 0.00, independence_loss = 0.23, classification_loss = 0.44, accuracy = 0.87
18-05-2023 01:27:58 $ loss = 2.09, ranking_loss = 1.43, regularization_loss = 0.00, independence_loss = 0.23, classification_loss = 0.44, accuracy = 0.87
18-05-2023 01:31:46 $ loss = 2.08, ranking_loss = 1.42, regularization_loss = 0.00, independence_loss = 0.23, classification_loss = 0.43, accuracy = 0.87
18-05-2023 01:35:29 $ loss = 2.06, ranking_loss = 1.42, regularization_loss = 0.00, independence_loss = 0.23, classification_loss = 0.42, accuracy = 0.87
18-05-2023 01:39:08 $ loss = 2.06, ranking_loss = 1.41, regularization_loss = 0.00, independence_loss = 0.23, classification_loss = 0.42, accuracy = 0.87
18-05-2023 01:42:54 $ loss = 2.05, ranking_loss = 1.41, regularization_loss = 0.00, independence_loss = 0.23, classification_loss = 0.41, accuracy = 0.87
18-05-2023 01:46:44 $ loss = 2.03, ranking_loss = 1.40, regularization_loss = 0.00, independence_loss = 0.23, classification_loss = 0.40, accuracy = 0.88
18-05-2023 01:50:35 $ loss = 2.02, ranking_loss = 1.40, regularization_loss = 0.00, independence_loss = 0.23, classification_loss = 0.39, accuracy = 0.88
18-05-2023 01:54:24 $ loss = 2.02, ranking_loss = 1.39, regularization_loss = 0.00, independence_loss = 0.23, classification_loss = 0.39, accuracy = 0.88
18-05-2023 01:58:13 $ loss = 2.01, ranking_loss = 1.39, regularization_loss = 0.00, independence_loss = 0.23, classification_loss = 0.39, accuracy = 0.88
18-05-2023 02:02:01 $ loss = 2.00, ranking_loss = 1.39, regularization_loss = 0.00, independence_loss = 0.23, classification_loss = 0.39, accuracy = 0.88
18-05-2023 02:05:52 $ loss = 1.99, ranking_loss = 1.38, regularization_loss = 0.00, independence_loss = 0.23, classification_loss = 0.38, accuracy = 0.88
18-05-2023 02:09:42 $ loss = 1.99, ranking_loss = 1.38, regularization_loss = 0.00, independence_loss = 0.23, classification_loss = 0.38, accuracy = 0.89
18-05-2023 02:13:35 $ loss = 1.98, ranking_loss = 1.38, regularization_loss = 0.00, independence_loss = 0.23, classification_loss = 0.37, accuracy = 0.89
18-05-2023 02:17:28 $ loss = 1.98, ranking_loss = 1.38, regularization_loss = 0.00, independence_loss = 0.23, classification_loss = 0.37, accuracy = 0.89
18-05-2023 02:21:19 $ loss = 1.96, ranking_loss = 1.37, regularization_loss = 0.00, independence_loss = 0.23, classification_loss = 0.36, accuracy = 0.89
18-05-2023 02:25:11 $ loss = 1.95, ranking_loss = 1.37, regularization_loss = 0.00, independence_loss = 0.23, classification_loss = 0.36, accuracy = 0.89
18-05-2023 02:29:00 $ loss = 1.95, ranking_loss = 1.37, regularization_loss = 0.00, independence_loss = 0.23, classification_loss = 0.35, accuracy = 0.90
18-05-2023 02:32:52 $ loss = 1.94, ranking_loss = 1.36, regularization_loss = 0.00, independence_loss = 0.23, classification_loss = 0.35, accuracy = 0.90
18-05-2023 02:36:42 $ loss = 1.93, ranking_loss = 1.36, regularization_loss = 0.00, independence_loss = 0.23, classification_loss = 0.34, accuracy = 0.90
18-05-2023 02:40:32 $ loss = 1.93, ranking_loss = 1.36, regularization_loss = 0.00, independence_loss = 0.23, classification_loss = 0.34, accuracy = 0.90
18-05-2023 02:44:20 $ loss = 1.92, ranking_loss = 1.36, regularization_loss = 0.00, independence_loss = 0.23, classification_loss = 0.34, accuracy = 0.90
18-05-2023 02:48:10 $ loss = 1.92, ranking_loss = 1.35, regularization_loss = 0.00, independence_loss = 0.23, classification_loss = 0.34, accuracy = 0.90
18-05-2023 02:51:55 $ loss = 1.91, ranking_loss = 1.35, regularization_loss = 0.00, independence_loss = 0.23, classification_loss = 0.33, accuracy = 0.90
18-05-2023 02:55:43 $ loss = 1.90, ranking_loss = 1.35, regularization_loss = 0.00, independence_loss = 0.23, classification_loss = 0.32, accuracy = 0.91
18-05-2023 02:59:29 $ loss = 1.89, ranking_loss = 1.35, regularization_loss = 0.00, independence_loss = 0.23, classification_loss = 0.32, accuracy = 0.91
18-05-2023 03:03:17 $ loss = 1.89, ranking_loss = 1.34, regularization_loss = 0.00, independence_loss = 0.23, classification_loss = 0.32, accuracy = 0.91
18-05-2023 03:05:01 $ Experiment 2/6
Model with configuration: dataset=CIFAR10, model=ResNet18, embedding_dim=1024, whitening=ZCA2, num_unfrozen_layers=1, ind. loss=NegApproxLoss1, reg. loss=None, class. loss=Disable, batch=10/40, margin=0.2, num_epochs_in_step=1, num_epoch_steps=50
18-05-2023 03:07:04 $ loss = 2.13, ranking_loss = 1.91, regularization_loss = 0.00, independence_loss = 0.22, classification_loss = 0.00, accuracy = 0.09
18-05-2023 03:10:49 $ loss = 1.94, ranking_loss = 1.72, regularization_loss = 0.00, independence_loss = 0.23, classification_loss = 0.00, accuracy = 0.09
18-05-2023 03:14:36 $ loss = 1.87, ranking_loss = 1.64, regularization_loss = 0.00, independence_loss = 0.23, classification_loss = 0.00, accuracy = 0.09
18-05-2023 03:18:21 $ loss = 1.83, ranking_loss = 1.60, regularization_loss = 0.00, independence_loss = 0.23, classification_loss = 0.00, accuracy = 0.09
18-05-2023 03:22:07 $ loss = 1.79, ranking_loss = 1.57, regularization_loss = 0.00, independence_loss = 0.23, classification_loss = 0.00, accuracy = 0.09
18-05-2023 03:25:54 $ loss = 1.77, ranking_loss = 1.54, regularization_loss = 0.00, independence_loss = 0.23, classification_loss = 0.00, accuracy = 0.09
18-05-2023 03:29:41 $ loss = 1.75, ranking_loss = 1.52, regularization_loss = 0.00, independence_loss = 0.23, classification_loss = 0.00, accuracy = 0.09
18-05-2023 03:33:29 $ loss = 1.73, ranking_loss = 1.50, regularization_loss = 0.00, independence_loss = 0.23, classification_loss = 0.00, accuracy = 0.09
18-05-2023 03:37:20 $ loss = 1.72, ranking_loss = 1.49, regularization_loss = 0.00, independence_loss = 0.23, classification_loss = 0.00, accuracy = 0.09
18-05-2023 03:41:08 $ loss = 1.71, ranking_loss = 1.48, regularization_loss = 0.00, independence_loss = 0.23, classification_loss = 0.00, accuracy = 0.09
18-05-2023 03:44:55 $ loss = 1.70, ranking_loss = 1.47, regularization_loss = 0.00, independence_loss = 0.23, classification_loss = 0.00, accuracy = 0.09
18-05-2023 03:48:41 $ loss = 1.68, ranking_loss = 1.45, regularization_loss = 0.00, independence_loss = 0.23, classification_loss = 0.00, accuracy = 0.10
18-05-2023 03:52:27 $ loss = 1.67, ranking_loss = 1.44, regularization_loss = 0.00, independence_loss = 0.23, classification_loss = 0.00, accuracy = 0.10
18-05-2023 03:56:13 $ loss = 1.67, ranking_loss = 1.44, regularization_loss = 0.00, independence_loss = 0.23, classification_loss = 0.00, accuracy = 0.10
18-05-2023 04:00:00 $ loss = 1.66, ranking_loss = 1.43, regularization_loss = 0.00, independence_loss = 0.23, classification_loss = 0.00, accuracy = 0.10
18-05-2023 04:03:47 $ loss = 1.65, ranking_loss = 1.42, regularization_loss = 0.00, independence_loss = 0.23, classification_loss = 0.00, accuracy = 0.10
18-05-2023 04:07:32 $ loss = 1.64, ranking_loss = 1.41, regularization_loss = 0.00, independence_loss = 0.23, classification_loss = 0.00, accuracy = 0.10
18-05-2023 04:11:17 $ loss = 1.64, ranking_loss = 1.41, regularization_loss = 0.00, independence_loss = 0.23, classification_loss = 0.00, accuracy = 0.10
18-05-2023 04:15:03 $ loss = 1.63, ranking_loss = 1.40, regularization_loss = 0.00, independence_loss = 0.23, classification_loss = 0.00, accuracy = 0.10
18-05-2023 04:18:48 $ loss = 1.62, ranking_loss = 1.39, regularization_loss = 0.00, independence_loss = 0.23, classification_loss = 0.00, accuracy = 0.10
18-05-2023 04:22:37 $ loss = 1.62, ranking_loss = 1.39, regularization_loss = 0.00, independence_loss = 0.23, classification_loss = 0.00, accuracy = 0.10
18-05-2023 04:26:25 $ loss = 1.61, ranking_loss = 1.38, regularization_loss = 0.00, independence_loss = 0.23, classification_loss = 0.00, accuracy = 0.10
18-05-2023 04:30:12 $ loss = 1.61, ranking_loss = 1.38, regularization_loss = 0.00, independence_loss = 0.23, classification_loss = 0.00, accuracy = 0.10
18-05-2023 04:34:00 $ loss = 1.60, ranking_loss = 1.37, regularization_loss = 0.00, independence_loss = 0.23, classification_loss = 0.00, accuracy = 0.10
18-05-2023 04:37:46 $ loss = 1.60, ranking_loss = 1.37, regularization_loss = 0.00, independence_loss = 0.23, classification_loss = 0.00, accuracy = 0.10
18-05-2023 04:41:30 $ loss = 1.59, ranking_loss = 1.36, regularization_loss = 0.00, independence_loss = 0.23, classification_loss = 0.00, accuracy = 0.10
18-05-2023 04:45:14 $ loss = 1.59, ranking_loss = 1.36, regularization_loss = 0.00, independence_loss = 0.23, classification_loss = 0.00, accuracy = 0.10
18-05-2023 04:49:00 $ loss = 1.59, ranking_loss = 1.35, regularization_loss = 0.00, independence_loss = 0.23, classification_loss = 0.00, accuracy = 0.10
18-05-2023 04:52:45 $ loss = 1.58, ranking_loss = 1.35, regularization_loss = 0.00, independence_loss = 0.23, classification_loss = 0.00, accuracy = 0.10
18-05-2023 04:56:27 $ loss = 1.58, ranking_loss = 1.35, regularization_loss = 0.00, independence_loss = 0.23, classification_loss = 0.00, accuracy = 0.10
18-05-2023 05:00:13 $ loss = 1.57, ranking_loss = 1.34, regularization_loss = 0.00, independence_loss = 0.23, classification_loss = 0.00, accuracy = 0.10
18-05-2023 05:04:01 $ loss = 1.57, ranking_loss = 1.34, regularization_loss = 0.00, independence_loss = 0.23, classification_loss = 0.00, accuracy = 0.10
18-05-2023 05:07:51 $ loss = 1.57, ranking_loss = 1.34, regularization_loss = 0.00, independence_loss = 0.23, classification_loss = 0.00, accuracy = 0.10
18-05-2023 05:11:38 $ loss = 1.56, ranking_loss = 1.33, regularization_loss = 0.00, independence_loss = 0.23, classification_loss = 0.00, accuracy = 0.10
18-05-2023 05:15:26 $ loss = 1.56, ranking_loss = 1.33, regularization_loss = 0.00, independence_loss = 0.23, classification_loss = 0.00, accuracy = 0.10
18-05-2023 05:19:13 $ loss = 1.56, ranking_loss = 1.33, regularization_loss = 0.00, independence_loss = 0.23, classification_loss = 0.00, accuracy = 0.10
18-05-2023 05:22:58 $ loss = 1.55, ranking_loss = 1.32, regularization_loss = 0.00, independence_loss = 0.23, classification_loss = 0.00, accuracy = 0.10
18-05-2023 05:26:42 $ loss = 1.55, ranking_loss = 1.32, regularization_loss = 0.00, independence_loss = 0.23, classification_loss = 0.00, accuracy = 0.10
18-05-2023 05:30:25 $ loss = 1.55, ranking_loss = 1.32, regularization_loss = 0.00, independence_loss = 0.23, classification_loss = 0.00, accuracy = 0.10
18-05-2023 05:34:07 $ loss = 1.55, ranking_loss = 1.32, regularization_loss = 0.00, independence_loss = 0.23, classification_loss = 0.00, accuracy = 0.10
18-05-2023 05:37:53 $ loss = 1.54, ranking_loss = 1.31, regularization_loss = 0.00, independence_loss = 0.23, classification_loss = 0.00, accuracy = 0.10
18-05-2023 05:41:35 $ loss = 1.54, ranking_loss = 1.31, regularization_loss = 0.00, independence_loss = 0.23, classification_loss = 0.00, accuracy = 0.10
18-05-2023 05:45:19 $ loss = 1.54, ranking_loss = 1.31, regularization_loss = 0.00, independence_loss = 0.23, classification_loss = 0.00, accuracy = 0.10
18-05-2023 05:49:03 $ loss = 1.54, ranking_loss = 1.31, regularization_loss = 0.00, independence_loss = 0.23, classification_loss = 0.00, accuracy = 0.10
18-05-2023 05:52:46 $ loss = 1.54, ranking_loss = 1.31, regularization_loss = 0.00, independence_loss = 0.23, classification_loss = 0.00, accuracy = 0.10
18-05-2023 05:56:30 $ loss = 1.53, ranking_loss = 1.30, regularization_loss = 0.00, independence_loss = 0.23, classification_loss = 0.00, accuracy = 0.09
18-05-2023 06:00:16 $ loss = 1.53, ranking_loss = 1.30, regularization_loss = 0.00, independence_loss = 0.23, classification_loss = 0.00, accuracy = 0.10
18-05-2023 06:04:02 $ loss = 1.53, ranking_loss = 1.30, regularization_loss = 0.00, independence_loss = 0.23, classification_loss = 0.00, accuracy = 0.10
18-05-2023 06:07:51 $ loss = 1.53, ranking_loss = 1.29, regularization_loss = 0.00, independence_loss = 0.23, classification_loss = 0.00, accuracy = 0.10
18-05-2023 06:11:35 $ loss = 1.53, ranking_loss = 1.30, regularization_loss = 0.00, independence_loss = 0.23, classification_loss = 0.00, accuracy = 0.10
18-05-2023 06:13:21 $ Experiment 3/6
Model with configuration: dataset=CIFAR10, model=ResNet18, embedding_dim=1024, whitening=ZCA2, num_unfrozen_layers=1, ind. loss=NegApproxLoss1, reg. loss=None, class. loss=Enable, batch=10/10, margin=0.2, num_epochs_in_step=1, num_epoch_steps=50
18-05-2023 06:16:01 $ loss = 3.05, ranking_loss = 1.12, regularization_loss = 0.00, independence_loss = 0.21, classification_loss = 1.72, accuracy = 0.71
18-05-2023 06:20:24 $ loss = 2.28, ranking_loss = 1.03, regularization_loss = 0.00, independence_loss = 0.21, classification_loss = 1.04, accuracy = 0.80
18-05-2023 06:24:48 $ loss = 1.98, ranking_loss = 1.01, regularization_loss = 0.00, independence_loss = 0.21, classification_loss = 0.76, accuracy = 0.81
18-05-2023 06:29:13 $ loss = 1.84, ranking_loss = 0.99, regularization_loss = 0.00, independence_loss = 0.21, classification_loss = 0.64, accuracy = 0.82
18-05-2023 06:33:40 $ loss = 1.75, ranking_loss = 0.97, regularization_loss = 0.00, independence_loss = 0.21, classification_loss = 0.57, accuracy = 0.83
18-05-2023 06:38:05 $ loss = 1.71, ranking_loss = 0.96, regularization_loss = 0.00, independence_loss = 0.21, classification_loss = 0.54, accuracy = 0.84
18-05-2023 06:42:33 $ loss = 1.67, ranking_loss = 0.95, regularization_loss = 0.00, independence_loss = 0.21, classification_loss = 0.51, accuracy = 0.84
18-05-2023 06:46:58 $ loss = 1.64, ranking_loss = 0.94, regularization_loss = 0.00, independence_loss = 0.21, classification_loss = 0.49, accuracy = 0.85
18-05-2023 06:51:22 $ loss = 1.61, ranking_loss = 0.93, regularization_loss = 0.00, independence_loss = 0.21, classification_loss = 0.47, accuracy = 0.85
18-05-2023 06:55:48 $ loss = 1.59, ranking_loss = 0.92, regularization_loss = 0.00, independence_loss = 0.21, classification_loss = 0.46, accuracy = 0.86
18-05-2023 07:00:13 $ loss = 1.56, ranking_loss = 0.91, regularization_loss = 0.00, independence_loss = 0.22, classification_loss = 0.43, accuracy = 0.86
18-05-2023 07:04:39 $ loss = 1.55, ranking_loss = 0.90, regularization_loss = 0.00, independence_loss = 0.22, classification_loss = 0.43, accuracy = 0.86
18-05-2023 07:09:07 $ loss = 1.53, ranking_loss = 0.90, regularization_loss = 0.00, independence_loss = 0.22, classification_loss = 0.42, accuracy = 0.87
18-05-2023 07:13:40 $ loss = 1.51, ranking_loss = 0.89, regularization_loss = 0.00, independence_loss = 0.22, classification_loss = 0.41, accuracy = 0.87
18-05-2023 07:18:12 $ loss = 1.51, ranking_loss = 0.89, regularization_loss = 0.00, independence_loss = 0.22, classification_loss = 0.40, accuracy = 0.87
18-05-2023 07:22:44 $ loss = 1.48, ranking_loss = 0.88, regularization_loss = 0.00, independence_loss = 0.22, classification_loss = 0.39, accuracy = 0.88
18-05-2023 07:27:17 $ loss = 1.47, ranking_loss = 0.88, regularization_loss = 0.00, independence_loss = 0.22, classification_loss = 0.38, accuracy = 0.88
18-05-2023 07:31:49 $ loss = 1.47, ranking_loss = 0.88, regularization_loss = 0.00, independence_loss = 0.22, classification_loss = 0.37, accuracy = 0.88
18-05-2023 07:36:18 $ loss = 1.45, ranking_loss = 0.87, regularization_loss = 0.00, independence_loss = 0.22, classification_loss = 0.36, accuracy = 0.89
18-05-2023 07:40:33 $ loss = 1.45, ranking_loss = 0.87, regularization_loss = 0.00, independence_loss = 0.22, classification_loss = 0.36, accuracy = 0.89
18-05-2023 07:45:01 $ loss = 1.43, ranking_loss = 0.87, regularization_loss = 0.00, independence_loss = 0.22, classification_loss = 0.35, accuracy = 0.89
18-05-2023 07:49:39 $ loss = 1.43, ranking_loss = 0.86, regularization_loss = 0.00, independence_loss = 0.22, classification_loss = 0.34, accuracy = 0.89
18-05-2023 07:54:01 $ loss = 1.42, ranking_loss = 0.86, regularization_loss = 0.00, independence_loss = 0.22, classification_loss = 0.34, accuracy = 0.89
18-05-2023 07:58:25 $ loss = 1.41, ranking_loss = 0.86, regularization_loss = 0.00, independence_loss = 0.22, classification_loss = 0.33, accuracy = 0.90
18-05-2023 08:02:57 $ loss = 1.40, ranking_loss = 0.86, regularization_loss = 0.00, independence_loss = 0.22, classification_loss = 0.32, accuracy = 0.90
18-05-2023 08:07:31 $ loss = 1.39, ranking_loss = 0.85, regularization_loss = 0.00, independence_loss = 0.22, classification_loss = 0.32, accuracy = 0.90
18-05-2023 08:11:59 $ loss = 1.38, ranking_loss = 0.85, regularization_loss = 0.00, independence_loss = 0.22, classification_loss = 0.31, accuracy = 0.90
18-05-2023 08:16:11 $ loss = 1.38, ranking_loss = 0.85, regularization_loss = 0.00, independence_loss = 0.22, classification_loss = 0.31, accuracy = 0.90
18-05-2023 08:20:38 $ loss = 1.37, ranking_loss = 0.85, regularization_loss = 0.00, independence_loss = 0.22, classification_loss = 0.30, accuracy = 0.91
18-05-2023 08:24:51 $ loss = 1.36, ranking_loss = 0.85, regularization_loss = 0.00, independence_loss = 0.22, classification_loss = 0.30, accuracy = 0.91
18-05-2023 08:29:21 $ loss = 1.36, ranking_loss = 0.84, regularization_loss = 0.00, independence_loss = 0.22, classification_loss = 0.29, accuracy = 0.91
18-05-2023 08:33:55 $ loss = 1.35, ranking_loss = 0.84, regularization_loss = 0.00, independence_loss = 0.22, classification_loss = 0.29, accuracy = 0.91
18-05-2023 08:38:10 $ loss = 1.34, ranking_loss = 0.84, regularization_loss = 0.00, independence_loss = 0.22, classification_loss = 0.28, accuracy = 0.92
18-05-2023 08:42:13 $ loss = 1.33, ranking_loss = 0.84, regularization_loss = 0.00, independence_loss = 0.22, classification_loss = 0.27, accuracy = 0.92
18-05-2023 08:46:31 $ loss = 1.33, ranking_loss = 0.84, regularization_loss = 0.00, independence_loss = 0.22, classification_loss = 0.27, accuracy = 0.92
18-05-2023 08:50:36 $ loss = 1.32, ranking_loss = 0.84, regularization_loss = 0.00, independence_loss = 0.22, classification_loss = 0.26, accuracy = 0.92
18-05-2023 08:54:52 $ loss = 1.32, ranking_loss = 0.84, regularization_loss = 0.00, independence_loss = 0.22, classification_loss = 0.26, accuracy = 0.92
18-05-2023 08:59:21 $ loss = 1.31, ranking_loss = 0.83, regularization_loss = 0.00, independence_loss = 0.22, classification_loss = 0.26, accuracy = 0.92
18-05-2023 09:03:57 $ loss = 1.30, ranking_loss = 0.83, regularization_loss = 0.00, independence_loss = 0.22, classification_loss = 0.25, accuracy = 0.93
18-05-2023 09:08:12 $ loss = 1.30, ranking_loss = 0.83, regularization_loss = 0.00, independence_loss = 0.22, classification_loss = 0.25, accuracy = 0.93
18-05-2023 09:12:36 $ loss = 1.29, ranking_loss = 0.83, regularization_loss = 0.00, independence_loss = 0.22, classification_loss = 0.24, accuracy = 0.93
18-05-2023 09:16:50 $ loss = 1.29, ranking_loss = 0.83, regularization_loss = 0.00, independence_loss = 0.22, classification_loss = 0.24, accuracy = 0.93
18-05-2023 09:21:21 $ loss = 1.28, ranking_loss = 0.83, regularization_loss = 0.00, independence_loss = 0.22, classification_loss = 0.24, accuracy = 0.93
18-05-2023 09:25:49 $ loss = 1.28, ranking_loss = 0.83, regularization_loss = 0.00, independence_loss = 0.22, classification_loss = 0.24, accuracy = 0.93
18-05-2023 09:29:55 $ loss = 1.28, ranking_loss = 0.82, regularization_loss = 0.00, independence_loss = 0.22, classification_loss = 0.23, accuracy = 0.93
18-05-2023 09:33:59 $ loss = 1.27, ranking_loss = 0.83, regularization_loss = 0.00, independence_loss = 0.22, classification_loss = 0.23, accuracy = 0.94
18-05-2023 09:37:59 $ loss = 1.27, ranking_loss = 0.82, regularization_loss = 0.00, independence_loss = 0.22, classification_loss = 0.22, accuracy = 0.94
18-05-2023 09:41:57 $ loss = 1.27, ranking_loss = 0.82, regularization_loss = 0.00, independence_loss = 0.22, classification_loss = 0.22, accuracy = 0.94
18-05-2023 09:45:54 $ loss = 1.26, ranking_loss = 0.82, regularization_loss = 0.00, independence_loss = 0.22, classification_loss = 0.22, accuracy = 0.94
18-05-2023 09:49:51 $ loss = 1.25, ranking_loss = 0.82, regularization_loss = 0.00, independence_loss = 0.22, classification_loss = 0.21, accuracy = 0.94
18-05-2023 09:51:31 $ Experiment 4/6
Model with configuration: dataset=CIFAR10, model=ResNet18, embedding_dim=1024, whitening=ZCA2, num_unfrozen_layers=1, ind. loss=NegApproxLoss1, reg. loss=None, class. loss=Disable, batch=10/10, margin=0.2, num_epochs_in_step=1, num_epoch_steps=50
18-05-2023 09:53:52 $ loss = 1.32, ranking_loss = 1.10, regularization_loss = 0.00, independence_loss = 0.22, classification_loss = 0.00, accuracy = 0.11
18-05-2023 09:57:54 $ loss = 1.21, ranking_loss = 0.99, regularization_loss = 0.00, independence_loss = 0.22, classification_loss = 0.00, accuracy = 0.11
18-05-2023 10:01:56 $ loss = 1.17, ranking_loss = 0.95, regularization_loss = 0.00, independence_loss = 0.22, classification_loss = 0.00, accuracy = 0.10
18-05-2023 10:05:59 $ loss = 1.15, ranking_loss = 0.93, regularization_loss = 0.00, independence_loss = 0.22, classification_loss = 0.00, accuracy = 0.10
18-05-2023 10:10:02 $ loss = 1.13, ranking_loss = 0.92, regularization_loss = 0.00, independence_loss = 0.22, classification_loss = 0.00, accuracy = 0.10
18-05-2023 10:14:06 $ loss = 1.12, ranking_loss = 0.90, regularization_loss = 0.00, independence_loss = 0.22, classification_loss = 0.00, accuracy = 0.10
18-05-2023 10:18:07 $ loss = 1.11, ranking_loss = 0.89, regularization_loss = 0.00, independence_loss = 0.22, classification_loss = 0.00, accuracy = 0.10
18-05-2023 10:22:11 $ loss = 1.10, ranking_loss = 0.89, regularization_loss = 0.00, independence_loss = 0.22, classification_loss = 0.00, accuracy = 0.10
18-05-2023 10:26:14 $ loss = 1.10, ranking_loss = 0.88, regularization_loss = 0.00, independence_loss = 0.22, classification_loss = 0.00, accuracy = 0.10
18-05-2023 10:30:18 $ loss = 1.09, ranking_loss = 0.87, regularization_loss = 0.00, independence_loss = 0.22, classification_loss = 0.00, accuracy = 0.10
18-05-2023 10:34:20 $ loss = 1.08, ranking_loss = 0.87, regularization_loss = 0.00, independence_loss = 0.22, classification_loss = 0.00, accuracy = 0.10
18-05-2023 10:38:19 $ loss = 1.08, ranking_loss = 0.86, regularization_loss = 0.00, independence_loss = 0.22, classification_loss = 0.00, accuracy = 0.10
18-05-2023 10:42:15 $ loss = 1.07, ranking_loss = 0.86, regularization_loss = 0.00, independence_loss = 0.22, classification_loss = 0.00, accuracy = 0.10
18-05-2023 10:46:06 $ loss = 1.07, ranking_loss = 0.85, regularization_loss = 0.00, independence_loss = 0.22, classification_loss = 0.00, accuracy = 0.10
18-05-2023 10:50:07 $ loss = 1.07, ranking_loss = 0.85, regularization_loss = 0.00, independence_loss = 0.22, classification_loss = 0.00, accuracy = 0.10
